Launching of the New Battleship 'Ohio' at San Francisco, Cal. When President McKinley Was There,[]
Laura Comstock's Bag-Punching Dog,[]
The Life of a Fireman,[]
Love by the Light of the Moon,[]
The Martyred Presidents,[]
Midway Dance,[]
Miles Canyon Tramway,[]
Montreal Fire Department on Runners,[]
Mounted Police Charge,[]
The Old Maid Having Her Picture Taken,[]
Opening of the Pan-American Exposition Showing Vice President Roosevelt Leading the Procession,[]
Pan-American Exposition by Night,[]
Panorama of the Exposition, No. 1,[]
Panorama of the Exposition, No. 2,[]
Panoramic View of the Fleet After Yacht Race,[]
Panoramic View of the Temple of Music and Esplanade,[]
Panoramic View, Asheville, N.C.,[]
Le Petit chaperon rouge,[]
Photographing the Audience,[]
Pie, Tramp and the Bulldog,[]
President McKinley and Escort Going to the Capitol,[]
President McKinley Taking the Oath,[]
President McKinley's Speech at the Pan-American Exposition,[]
The Queen's Funeral,[]
Le Rêve de Noël,[]
Rocking Gold in the Klondike,[]
Ruhlin in His Training Quarters,[]
Shad Fishing at Gloucester, N.J.,[]
Terrible Teddy, the Grizzly King,[]
The Tramp's Dream,[]
Tramp's Nap Interrupted,[]
Trapeze Disrobing Act,[]
A Trip Around the Pan-American Exposition,[]
Turkish Dance,[]
Twelve in a Barrel,[]
Two Rubes at the Theatre,[]
Upper Falls of the Yellowstone,[]
Washing Gold on 20 Above Hunker, Klondike,[]
Wedding Procession in Cairo,[]
Why Mr. Nation Wants a Divorce,[]
Wonderful Trick Donkey, The,[]
Yacht Race Fleet Following the Committee Boat 'Navigator' Oct. 4th, The,[]
You Can't Lose Your Mother-in-Law,[]
Arrival of Prince Henry (of Prussia) and President Roosevelt at Shooter's Island (1902),[Short]
The Burlesque Suicide, No. 2,[]
Burning of Durland's Riding Academy,[Documentary, Short]
The Interrupted Bathers,[Comedy, Short]
Jack and the Beanstalk,[]
Who Said Watermelon?,[Comedy, Short]
Snow White,[]
After Dark; or, the Policeman and His Lantern,[]
Alice in Wonderland,[]
An Up-to-Date Studio,[]
A Visit to the Zoo,[]
At Work in a Peat Bog,[]
Automobile Explosion,[]
The Ascent of Mont Blanc,[]
Bicycle Dive,[]
Bloodhounds Tracking a Convict,[]
Buying a Baby,[]
Cliff Scenery at the Fabbins,[]
Close Quarters, with a Notion of the Motion of the Ocean,[]
Cruelty on the High Seas,[]
A Coach Drive from Glengariffe to Kenmore,[]
Discovered Through an Opera Glass,[]
A Drove of Wild Welsh Mountain Ponies,[]
The Delhi Camp Railway,[]
DeVoy's Revolving Ladder Act,[]
The Deserter,[]
The Effects of a Trolley Car Collision,[]
Firemen to the Rescue,[]
The Goose Takes a Trolley Ride,[]
Egyptian Fakir with Dancing Monkey,[]
Electrocuting an Elephant,[Documentary]
English Barnyard Scene,[]
Every Day Is Sunshine When the Heart Beats True,[]
Fire!,[]
Fife Getting Instructions from Committee,[]
Fun on Board a Fishing Smack,[]
The Great Train Robbery,[Western]
Hop Picking,[]
How to Shut Up a Quarrelsome Wife,[]
Light Heavyweight Championship Contest Between Root and Gardner,[]
Little Tich and His Funny Feet,[]
Murder Scene from 'King of the Detectives',[]
Moses in the Bullrushes,[]
Murphy's Wake,[]
New York Harbor Police Boat Patrol Capturing Pirates,[]
Nicholas Nickleby,[]
Old Irish Cabin,[]
On the Bow River Horse Ranch at Cochrane, North West Territory,[]
Only a Soldier Boy,[]
Our New Cook,[]
Over the Garden Wall,[]
Panorama of the Lakes of Killarney from Hotel,[]
Passengers Embarking from S.S. Augusta Victoria, at Beyrouth,[]
The Pigeons, Place St. Marc, Venice,[]
Pittsburgh Fire Department in Full Run,[]
Polo Match for the Championship at Hurlingham,[]
The Puzzled Bather and His Animated Clothes,[]
Quarrelsome Neighbours,[]
Railway Ride in the Alps,[]
Reproduction of the Corbett-McGovern Fight,[]
Rock of Ages,[]
The Runaway Match, or Marriage by Motor,[]
Saturday Shopping,[]
Scene in Canada -- Logging at Bear Creek,[]
Scene in Canada -- Spearing Salmon in a Mountain Stream,[]
A Search for Evidence,[]
Sensational Hurdle Race,[]
A Shocking Accident,[]
S.S. St. Louis,[]
Street Car Chivalry,[]
A Substantial Ghost,[]
The Tragical Tale of a Belated Letter,[]
The Tramp's First Bath,[]
A Trip Through the Gap of Dunloe,[]
A Trip to the Giant's Causeway,[]
Trouble in Hogan's Alley,[]
Trout Fishing, Landing Three Pounder,[]
True Love Never Runs Smooth,[]
Turning the Tables,[]
Two Little Vagabonds; or, The Pugilistic Parson,[]
The Unexpected Bath,[]
Wait Till Jack Comes Home,[]
What Happened in the Tunnel,[]
Wiring Pike in a Mill Stream,[]
The Workman's Paradise,[]
Alligator Farm,[Documentary]
The Automobile Race,[]
The Chicago Fire,[Documentary]
The Child Stealers,[]
Decoyed,[]
A Ferry in the Far East,[]
Fording a Stream,[]
The Great Baltimore Fire,[]
High Diving and Reverse,[]
Hurdle Jumping,[]
An Intelligent Elephant,[]
The Monkey Bicyclist,[]
Monkey, Dog and Pony Circus,[]
Nervy Nat Kisses the Bride,[]
A Nigger in the Woodpile,[]
Parsifal,[]
The Lover's Ruse,[]
A Race for a Kiss,[]
Raid on a Coiner's Den,[]
Revenge!,[]
A Railway Tragedy,[]
Scarecrow Pump,[Comedy]
The Strenuous Life; or, Anti-Race Suicide,[Comedy]
The Suburbanite,[Comedy]
Westinghouse Works, 1904,[]
Adventures of Sherlock Holmes; or, Held for Ransom,[]
Airy Fairy Lillian Tries on Her New Corsets,[]
A Ballroom Tragedy,[]
Burglar Bill,[]
Coney Island at Night,[]
A Dog Lost, Strayed or Stolen,[]
Hippodrome Races, Dreamland, Coney Island,[]
Escape from Sing Sing,[]
The Green Goods Man; or, Josiah and Samanthy's Experience with the Original 'American Confidence Game',[]
The Great Jewel Mystery,[]
I.B. Dam and the Whole Dam Family,[]
The Kleptomaniac,[]
Impersonation of Britt-Nelson Fight,[]
New York Subway,[]
The Nihilists,[]
Moving Day; or, No Children Allowed,[]
License No. 13; or, The Hoodoo Automobile,[]
Life of an American Policeman,[]
The Little Train Robbery,[]
The Night Before Christmas,[]
A Kentucky Feud,[]
Peeping Tom in the Dressing Room,[]
The Newsboy,[]
A Policeman's Love Affair,[]
The Rat Trap Pickpocket Detector,[Comedy]
Reuben in the Opium Joint,[]
Raffles the Dog,[]
Raffles the Amateur Cracksman,[Adventure, Romance]
The Seven Ages,[]
The Servant Girl Problem,[]
The Train Wreckers,[]
Tom, Tom, the Piper's Son,[]
Watermelon Patch,[]
The Whole Dam Family and the Dam Dog,[]
The Vanderbilt Auto Race,[]
The Automobile Thieves,[Short, Crime, Drama]
Dream of a Rarebit Fiend,[Short]
From Leadville to Aspen: A Hold-Up in the Rockies,[Short, Action, Crime, Western]
Humorous Phases of Funny Faces,[Short, Animated, Animated]
Kathleen Mavourneen,[Short]
A Trip Down Market Street,[Short]
Waiting at the Church,[Short]
Amateur Night; or, Get the Hook,[]
Ben-Hur,[Historical]
Daniel Boone,[Biography]
How Brown Saw the Baseball Game,[Comedy]
Laughing Gas,[Comedy]
Terrible Ted,[Short, Comedy]
The Tired Tailor's Dream,[Short, Comedy]
The Adventures of Dollie,[Drama]
Antony and Cleopatra,[]
Balked at the Altar,[Comedy]
The Bandit's Waterloo,[Drama]
The Black Viper,[Drama]
A Calamitous Elopement,[Comedy]
The Call of the Wild,[Adventure]
A Christmas Carol,[Drama]
Deceived Slumming Party,[Comedy]
Dr. Jekyll and Mr. Hyde,[Horror]
The Fairylogue and Radio-Plays,[Fantasy]
The Fight for Freedom,[Western]
Macbeth,[]
Money Mad,[Crime]
The Red Man and the Child,[Western]
Romeo and Juliet,[]
The Taming of the Shrew,[]
The Tavern Keeper's Daughter,[Action]
A B C's of the U.S.A.,[]
Adventures of a Drummer Boy,[]
And a Little Child Shall Lead Them,[]
At the Altar,[Drama]
Boots and Saddles,[]
The Brahma Diamond,[]
A Brave Irish Lass,[]
A Burglar's Mistake,[]
C.Q.D.; or, Saved by Wireless; a True Story of the Wreck of the Republic,[]
The Castaways,[]
Cohen at Coney Island,[]
Cohen's Dream,[]
A Colonial Romance,[]
The Cord of Life[1],[]
The Cracker's Bride,[]
The Criminal Hypnotist,[]
Cure for Bashfulness,[]
The Curtain Pole[1],[Comedy]
A Daughter of the Sun,[]
The Deacon's Love Letters,[]
The Deception,[]
A Drunkard's Reformation,[Drama]
Edgar Allan Poe,[]
The Energetic Street Cleaner,[]
The Fascinating Mrs. Francis,[]
A Fool's Revenge,[]
A Friend in the Enemy's Camp,[]
The Girls and Daddy[1],[]
The Golden Louis,[Drama]
The Haunted Lounge,[]
The Hindoo Dagger,[]
His Ward's Love,[]
His Wife's Mother,[]
The Honor of the Slums,[]
The Honor of Thieves,[]
I Did It,[]
Jessie, the Stolen Child,[]
Jones and His New Neighbors,[]
The Joneses Have Amateur Theatricals,[]
Kenilworth,[]
King Lear,[]
The Life of Napoleon,[]
Love Finds a Way,[]
The Love of the Pasha's Son: A Turkish Romance,[]
The Lure of the Gown,[]
The Mad Miner,[]
The Maniac Cook,[]
The Medicine Bottle,[]
Midnight Disturbance,[]
Mr. Jones Has a Card Party,[]
Mrs. Jones Entertains,[]
Napoleon and the Empress Josephine,[]
The Old Soldier's Story,[]
One Touch of Nature,[Short, Drama]
The Politician's Love Story,[]
The Poor Musician,[]
The Prussian Spy,[]
The Road Agents,[]
The Road to the Heart,[]
A Rural Elopement,[]
The Sacrifice,[]
The Salvation Army Lass,[]
A Sister's Love: A Tale of the Franco-Prussian War,[]
A Sister's Love,[]
Tag Day,[]
A Tale of the West,[]
The Tenderfoot,[]
Those Awful Hats,[Comedy]
Those Boys!,[]
Tragic Love,[]
Trying to Get Arrested,[]
The Voice of the Violin,[]
The Welcome Burglar[1],[]
Where Is My Wandering Boy Tonight?,[]
The Wooden Leg,[]
A Wreath in Time,[]
Abraham Lincoln's Clemency,[]
An Arcadian Maid,[Drama]
As It Is In Life,[Romance, Drama]
A Christmas Carol,[]
The Courtship of Miles Standish,[Drama]
The Englishman and the Girl,[Comedy]
Frankenstein,[]
The Fugitive,[Drama]
Gentleman Joe,[]
Hemlock Hoax, the Detective,[Comedy]
The House with Closed Shutters,[Drama]
In Old California,[Drama]
In the Border States,[Drama]
A Lad from Old Ireland,[Drama]
Pocahontas,[Short, Fantasy]
Pride of the Range,[Western]
Ramona,[Drama]
The Rocky Road,[Drama]
Roosevelt in Africa,[Documentary]
Rose O'Salem-Town,[Drama, Short]
The Sanitarium,[Comedy]
The Two Brothers,[Western]
The Unchanging Sea,[Drama]
What the Daisy Said,[]
The Woman from Mellon's,[]
The Wonderful Wizard of Oz,[]
Baseball and Bloomers,[Silent, Sports]
The Black Arrow: A Tale of the Two Roses,[Drama]
Brown of Harvard,[Drama]
Cally's Comet,[]
The Coffin Ship,[Adventure]
The Colonel and the King,[Drama]
Courting Across the Court,[Romance, Comedy]
The Cowboy and the Lady,[Western]
Flames and Fortune,[Drama]
For Her Sake,[]
Her Awakening,[Drama]
The Higher Law,[Drama]
David Copperfield,[Drama]
His Trust Fulfilled,[Drama]
The Italian Barber,[Drama]
The Last of the Mohicans,[Drama]
The New Superintendent,[Drama]
The Pasha's Daughter,[]
Princess Clementina,[Adventure]
The Railroad Builder,[]
The Scarlet Letter,[Drama]
The Smuggler,[]
Sweet Memories,[Drama]
A Tale of Two Cities,[]
That's Happiness,[Drama]
The Two Paths,[Drama]
The Voice of the Child,[Drama]
Won by Wireless,[Thriller]
All for a Girl,[Romance, Comedy]
At the Foot of the Ladder,[Romance, Drama]
Aurora Floyd,[Drama]
Baby Hands,[Drama]
The Bandit of Tropico,[Adventure]
A Battle of Wits,[Drama]
The Belle of Bar-Z Ranch,[Western]
A Business Buccaneer,[Comedy]
The Charge of the Light Brigade,[War]
Conductor 786,[Comedy]
The County Fair,[Drama]
The Cry of the Children,[Drama]
The Deserter,[Western]
The Eternal Mother,[Drama]
Dr. Jekyll and Mr. Hyde,[Horror]
For His Son,[Drama]
Frankfurters and Quail,[Drama]
From the Manger to the Cross,[]
The Half-Breed's Way,[Western]
His Only Son,[Western]
It Happened Thus,[Romance, Drama]
The Land Beyond the Sunset,[Drama]
A Leap for Love,[Romance, Drama]
The Little Girl Next Door,[Drama]
The Musketeers of Pig Alley,[Drama]
A New Cure for Divorce,[Drama]
The New York Hat,[]
The Old Bookkeeper,[Drama]
Petticoat Camp,[Comedy]
Please Help the Pore,[Drama]
The Power of Melody,[Drama]
Put Yourself in His Place,[Drama]
Saved from the Titanic,[]
A Six Cylinder Elopement,[Romance, Comedy]
Standing Room Only,[Drama]
The Street Singer,[Drama]
The Tell-Tale Message,[Drama]
The Thunderbolt,[Drama]
An Unseen Enemy,[]
The Voice of Conscience,[Drama]
What Happened to Mary?,[]
When the Heart Calls,[Western, Comedy]
With the Mounted Police,[Romance, Thriller]
The Young Millionaire,[Drama]
The Adventures of Kathlyn,[Adventure]
American Born,[Drama]
Article 47, L',[]
Back to Life,[Drama]
Barney Oldfield's Race for a Life,[Comedy]
Beau Brummel,[Adventure]
Beautiful Bismark,[Drama]
Bianca,[]
Bloodhounds of the North,[Drama]
Bob's Baby,[Comedy]
The Caged Bird,[Drama]
Calamity Anne's Beauty,[]
Calamity Anne's Dream,[]
Calamity Anne's Inheritance,[]
Calamity Anne's Vanity,[]
Calamity Anne, Heroine,[]
Cohen Saves the Flag,[Comedy]
The Cub Reporter's Temptation,[Drama]
Cupid in a Dental Parlor,[Comedy]
A Desperate Chance,[Drama]
Dr. Jekyll and Mr. Hyde,[Horror]
The Evidence of the Film,[Crime]
The Face at the Window,[Drama]
The Fire Coward,[Drama]
The Flirt and the Bandit,[Drama]
For the Crown,[]
For the Flag,[Drama]
A Forest Romance,[]
The Game Warden,[Romance, Comedy]
The Girl and the Greaser,[]
The Greater Love,[Drama]
His Chum the Baron,[Comedy]
Hulda of the Netherlands,[]
Hurricane in Galveston,[Drama]
In the Secret Service,[Western]
Justice of the Wild,[Adventure]
A Little Hero,[Comedy]
The Mirror,[]
Oil and Water,[Drama]
The Old Monk's Tale,[Drama]
The Proof of the Man,[Drama]
The Quakeress,[Drama]
The Restless Spirit,[Drama]
The Rose of San Juan,[Drama]
Rory o' the Bogs,[]
Sally Scraggs, Housemaid,[Comedy]
The Shoemaker and the Doll,[Drama]
The Telephone Girl and the Lady,[Drama]
Three Friends,[Drama]
The Twelfth Juror,[Drama]
Unto the Third Generation,[Romance, Drama]
While There's Life,[Drama]
Woman's Honor,[Drama]
The Amateur Detective,[Comedy]
The Archeologist,[Drama]
At the Potter's Wheel,[Drama]
The Avenging Conscience,[Drama, Horror]
Back to the Farm,[Comedy]
The Baggage Smasher,[Comedy]
The Bargain,[Western]
Barnyard Flirtations,[Comedy]
A Bath House Beauty,[Comedy]
The Battle of the Sexes,[Drama]
The Beggar Child,[]
Between Showers,[]
Billy's Rival,[]
A Blowout at Santa Banana,[Comedy]
The Body in the Trunk,[]
Break, Break, Break,[Drama]
Brewster's Millions,[Comedy]
Brute Force,[Drama]
Business Versus Love,[]
A Busy Day,[Comedy]
The Butterfly,[]
Calamity Anne's Love Affair,[Western]
The Call of the North,[Adventure]
The Call of the Traumerei,[]
The Cameo of the Yellowstone,[Western]
Captain Alvarez,[Historical, Drama]
Caught in a Cabaret,[Comedy]
Caught in the Rain,[Comedy]
The Certainty of Man,[Drama]
Chicken Chaser,[Comedy]
Cinderella,[Fantasy, Drama]
The Cocoon and the Butterfly,[Drama]
The Combination of the Safe,[Crime, Drama]
The Coming of the Padres,[]
Cruel, Cruel Love,[Comedy]
Damaged Goods,[]
David Gray's Estate,[]
Destinies Fulfilled,[Comedy]
Does It End Right?,[]
Dough and Dynamite,[Comedy]
The Envoy Extraordinary,[Drama]
The Escape,[Drama]
The Exploits of Elaine,[Drama]
The Face on the Bar Room Floor,[Comedy]
The Fatal Mallet,[Comedy]
Fate's Decree,[]
Fatty's Magic Pants,[Comedy]
Feast and Famine,[]
A Film Johnnie,[]
The Final Impulse,[]
The Floor Above,[Mystery, Drama]
A Florida Enchantment,[]
In the Footprints of Mozart,[]
The Forbidden Room,[Drama]
Gentlemen of Nerve,[Comedy]
Gertie the Dinosaur,[Animated]
Getting Acquainted,[Comedy]
The Ghost Breaker,[Drama]
The Girl in the Shack,[]
A Good Little Devil,[Drama]
The Green-Eyed Devil,[]
A Happy Coersion,[]
The Hazards of Helen,[Adventure]
Her Friend the Bandit,[Comedy]
Her Younger Sister,[Comedy]
His Faith in Humanity,[]
His Father's Rifle,[Drama]
His Favourite Pastime,[Comedy]
His Majesty, the Scarecrow of Oz,[Fantasy]
His Musical Career,[Comedy]
His New Profession,[Comedy]
His Prehistoric Past,[Comedy]
His Trysting Place,[Comedy]
Home, Sweet Home,[Biography, Drama]
The Hopes of Blind Alley,[Drama]
The Hunchback,[Drama]
Imar the Servitor,[Drama]
In Tune,[]
In the Candlelight,[]
In the Land of the Head Hunters,[Documentary, Drama]
In the Open,[]
Jail Birds,[]
Judith of Bethulia,[Drama]
The Jungle,[Drama]
Kid Auto Races at Venice,[Comedy]
The Kiss,[Drama]
The Knockout,[Comedy]
Laughing Gas,[Comedy]
The Life of General Villa,[Drama]
Little Lord Fauntleroy,[Drama]
A Little Madonna,[Drama]
The Livid Flame,[Drama]
The Lost Sermon,[]
Love and Bullets,[Comedy]
The Lover's Gift,[]
Lucille Love, Girl of Mystery,[Action]
The Lure of the Sawdust,[Drama]
Mabel at the Wheel,[Comedy]
Mabel's Blunder,[Comedy]
Mabel's Busy Day,[Comedy]
Mabel's Married Life,[Comedy]
Mabel's Strange Predicament,[Comedy]
The Magic Cloak of Oz,[Fantasy, Drama]
Making a Living,[Comedy]
The Man from Home,[Drama]
A Man's Way,[]
The Masquerader,[Comedy]
The Master Key,[]
The Master Mind,[Crime, Drama]
Mein Lieber Katrina,[Comedy]
Michael Strogoff,[Drama]
Mein Lieber Katrina Catches a Convict,[Comedy]
The Mystery of the Hindu Image,[Drama]
Nature's Touch,[]
The Navy Aviator,[]
Neptune's Daughter,[Fantasy]
The New Janitor,[Comedy]
Old Enough to Be Her Grandpa,[Comedy]
The Only Son,[]
The Patchwork Girl of Oz,[Fantasy, Drama]
The Perils of Pauline,[Adventure]
The Power of Light,[Drama]
The Property Man,[Comedy]
Recreation,[Comedy]
Redbird Wins,[]
The Redemption of a Pal,[Drama]
Richelieu,[Biography]
The Rose Bush of Memories,[]
Rose of the Rancho,[Western]
Rosemary, That's for Remembrance,[Drama]
The Rounders,[Comedy]
Salomy Jane,[Western]
Samson,[Drama]
Shotgun Jones,[Western]
Should a Woman Divorce?,[Drama]
Sir Galahad of Twilight,[Drama]
The Sleeping Sentinel,[Historical, Drama]
A Slice of Life,[]
The Son of Thomas Gray,[]
The Song of the Sea Shell,[Drama]
A Soul Astray,[]
The Sower Reaps,[Drama]
Sparrow of the Circus,[]
The Spoilers,[Drama]
The Squaw Man,[Western]
The Star Boarder,[Comedy]
A Story of Little Italy,[]
The Story of the Olive,[]
The Strength o' Ten,[Drama]
A Study in Scarlet,[]
Sweet and Low,[Drama]
Such a Little Queen,[Comedy]
The Taming of Sunnybrook Nell,[]
Tango Tangles,[Comedy]
The Telltale Knife,[Western]
The Ten of Spades,[]
Tess of the Storm Country,[Drama]
Their Worldly Goods,[]
This Is th' Life,[]
Those Love Pangs,[Comedy]
A Ticket to Red Horse Gulch,[Western]
Tillie's Punctured Romance,[Comedy]
To Be Called For,[Comedy]
The Town of Nazareth,[]
True Western Hearts,[Western]
A Turn of the Cards,[Drama]
Twenty Minutes of Love,[Comedy]
Uncle Tom's Cabin (1914 film),[Drama]
The Unlawful Trade,[Drama]
The Unmasking,[]
Unto the Weak,[Drama]
The Virginian,[Western]
What's His Name,[Comedy]
When a Woman Waits,[Drama]
The Widow's Investment,[Drama]
Wildflower,[Romance]
The Wishing Ring,[Comedy]
The Wrath of the Gods,[Drama]
The Wrong Birds,[Drama]
After Five,[Comedy]
After the Storm,[]
Anna Karenina,[Historical, Drama]
The Arab,[Adventure]
The Assayer of Lone Gap,[]
Auntie's Portrait,[Comedy, Short]
The Barren Gain,[Drama]
The Beachcomber,[Drama]
Beyond His Fondest Hopes,[Comedy]
Birth of a Nation,[]
The Blot on the Shield,[]
The Bluffers,[]
Buckshot John,[Western]
Bughouse Bellhops,[Comedy]
Burlesque on Carmen,[Comedy]
The Captive,[Historical]
Carmen,[Adventure]
Carmen,[Adventure]
The Champion,[Comedy, Short]
The Cheat,[Drama]
Chimmie Fadden,[Comedy, Western]
Chimmie Fadden Out West,[Comedy, Western]
The Chorus Lady,[Comedy]
Christmas Memories,[Drama]
Close-Cropped Clippings,[Comedy]
The Commuters,[Comedy]
Competition,[]
Court House Crooks,[Comedy]
David Harum,[Romance, Comedy]
The Day of Reckoning,[Drama]
Double Trouble,[Comedy]
Drawing the Line,[Drama]
Enoch Arden,[Drama]
The Exile of Bar-K Ranch,[Western]
Fatty's Tintype Tangle,[Comedy]
A Fool There Was,[Drama]
A Foozle at the Tee Party,[Comedy]
Four Feathers,[Drama]
From Italy's Shores,[Comedy]
Fresh from the Farm,[Comedy]
The Girl of the Golden West,[Western]
A Girl of Yesterday,[Comedy]
Giving Them Fits,[Comedy]
The Golden Chance,[Drama]
A Good Business Deal,[]
Great While It Lasted,[Comedy]
Hearts in Shadow,[]
His New Job,[Comedy]
The Honor of the District Attorney,[Drama]
The Hungry Actors,[Comedy]
The Immigrant,[Drama]
In The Park,[Comedy]
In Trust,[]
Inspiration,[Drama]
The Italian,[Drama]
Judge Not; or The Woman of Mona Diggings,[Drama]
Just Nuts,[Comedy]
Kindling,[]
Lady Audley's Secret,[Drama]
The Lamb,[]
The Little Lady Next Door,[]
Lonesome Luke, Social Gangster,[Comedy]
Love, Loot and Crash,[Comedy]
Mabel and Fatty Viewing the World's Fair at San Francisco,[]
The Man from Texas,[Western]
Martyrs of the Alamo,[Historical]
A Mixup for Mazie,[Comedy]
Mountain Mary,[]
The Newer Way,[]
Peculiar Patients' Pranks,[Comedy]
Pete, the Pedal Polisher,[Comedy]
The Poet of the Peaks,[]
Pool Sharks,[Comedy, Short]
The Pretty Sister of Jose,[Romance]
Profit from Loss,[]
A Question of Honor,[]
Ragtime Snap Shots,[]
The Raven,[Biography]
Regeneration,[Crime, Drama]
The Ring of Destiny,[Western]
Ruses, Rhymes and Roughnecks,[]
She Walketh Alone,[]
Should a Wife Forgive?,[Drama]
The Silver Lining,[]
A Small Town Girl,[Drama]
The Smuggler's Cave,[Drama]
The Solution to the Mystery,[]
Some Baby,[]
The Soul of Broadway,[Drama]
The Spirit of Adventure,[]
Spit-Ball Sadie,[]
Stingaree,[]
A Submarine Pirate,[Comedy]
The Substitute Minister,[]
Temptation,[Drama]
Terribly Stuck Up,[Comedy]
Their Social Splash,[Comedy]
Tinkering with Trouble,[Comedy]
To Melody a Soul Responds,[]
To Rent Furnished,[]
The Toast of Death,[Drama]
The Tramp,[Comedy, Short]
The Two Orphans,[Drama]
The Unafraid,[Drama]
The Vampire (1915 film),[Drama]
The Warrens of Virginia,[Drama]
The Wasp,[]
The Wild Goose Chase,[Comedy, Drama]
Willie Runs the Park,[Comedy]
Work,[Comedy]
20,000 Leagues Under the Sea,[Action, Adventure]
A La Cabaret,[Comedy]
The Abandonment,[Drama]
American Aristocracy,[Adventure, Comedy]
The Americano,[Adventure]
Arthur's Desperate Resolve,[Comedy]
The Aryan,[Western, Drama]
Behind the Screen,[Comedy]
Betty of Greystone,[Drama]
Billy's War Brides,[Comedy]
The Broken Cross,[Romance]
The Bondman,[Drama]
Broken Fetters,[Comedy]
The Bruiser,[Drama]
The Children in the House,[Drama]
Civilization,[Drama]
The Count,[Comedy]
The Craving,[Drama]
The Curse of Quon Gwon,[Drama]
A Daughter of the Gods,[Drama]
The Decoy,[Drama]
Divorce and the Daughter,[Drama]
The Dream Girl,[Drama]
Dulcie's Adventure,[Drama]
Energetic Eva,[Comedy]
The Fatal Glass of Beer,[Comedy]
The Fate of the Dolphin,[Drama]
Fatty and Mabel Adrift,[Short, Comedy]
Felix on the Job,[Comedy]
The Fireman,[Short, Comedy]
The Floorwalker,[Short, Comedy]
The Gamble,[Drama]
The Gentle Art of Burglary,[Comedy]
Going Straight,[Drama]
The Good Bad Man,[Western]
Gretchen the Greenhorn,[Drama]
The Grey Sisterhood,[Mystery]
The Habit of Happiness,[Comedy]
The Half-Breed,[Western]
He Wrote a Book,[Comedy]
The Heart of Nora Flynn,[Drama]
Hell's Hinges,[]
The Highest Bid,[Drama]
His Picture,[Comedy]
Hoodoo Ann,[Comedy, Drama]
Hulda from Holland,[Drama]
The Innocent Lie,[Drama]
An Innocent Magdalene,[Drama]
Intolerance,[Drama]
Joan the Woman,[Historical]
La Bohème,[Historical, Drama]
The League of the Future,[]
Let Katy Do It,[Drama]
Lights of New York,[Drama]
Lillo of the Sulu Seas,[Romance]
Little Eve Edgarton,[Drama]
Lonesome Luke Leans to the Literary,[Short, Comedy]
Lonesome Luke Lolls in Luxury,[Short, Comedy]
Lonesome Luke, Circus King,[Short, Comedy]
The Love Girl,[Drama]
The Love Hermit,[Drama]
Luke and the Bang-Tails,[Short, Comedy]
Luke and the Bomb Throwers,[Short, Comedy]
Luke and the Mermaids,[Short, Comedy]
Luke and the Rural Roughnecks,[Short, Comedy]
Luke Does the Midway,[Short, Comedy]
Luke Foils the Villain,[Short, Comedy]
Luke Joins the Navy,[Short, Comedy]
Luke Laughs Last,[Short, Comedy]
Luke Locates the Loot,[Short, Comedy]
Luke Lugs Luggage,[Short, Comedy]
Luke Pipes the Pippins,[Short, Comedy]
Luke Rides Roughshod,[Short, Comedy]
Luke, Crystal Gazer,[Short, Comedy]
Luke, Patient Provider,[Short, Comedy]
Luke, Rank Impersonator,[Short, Comedy]
Luke, the Candy Cut-Up,[Short, Comedy]
Luke, the Chauffeur,[Short, Comedy]
